  7.29	897955	897955	U	0	unclassified
 92.71	11414789	223	R	1	root
 92.70	11413907	799	R1	131567	  cellular organisms
 74.19	9134407	0	D	2759	    Eukaryota
 74.19	9134407	0	D1	33154	      Opisthokonta
 74.19	9134407	0	K	33208	        Metazoa
 74.19	9134407	0	K1	6072	          Eumetazoa
 74.19	9134407	0	K2	33213	            Bilateria
 74.19	9134407	0	K3	33511	              Deuterostomia
 74.19	9134407	0	P	7711	                Chordata
 74.19	9134407	0	P1	89593	                  Craniata
 74.19	9134407	0	P2	7742	                    Vertebrata
 74.19	9134407	0	P3	7776	                      Gnathostomata
 74.19	9134407	0	P4	117570	                        Teleostomi
 74.19	9134407	0	P5	117571	                          Euteleostomi
 74.19	9134407	0	P6	8287	                            Sarcopterygii
 74.19	9134407	0	P7	1338369	                              Dipnotetrapodomorpha
 74.19	9134407	0	P8	32523	                                Tetrapoda
 74.19	9134407	0	P9	32524	                                  Amniota
 74.19	9134407	0	C	40674	                                    Mammalia
 74.19	9134407	0	C1	32525	                                      Theria
 74.19	9134407	0	C2	9347	                                        Eutheria
 74.19	9134407	0	C3	1437010	                                          Boreoeutheria
 74.19	9134407	0	C4	314146	                                            Euarchontoglires
 74.19	9134407	0	O	9443	                                              Primates
 74.19	9134407	0	O1	376913	                                                Haplorrhini
 74.19	9134407	0	O2	314293	                                                  Simiiformes
 74.19	9134407	0	O3	9526	                                                    Catarrhini
 74.19	9134407	0	O4	314295	                                                      Hominoidea
 74.19	9134407	0	F	9604	                                                        Hominidae
 74.19	9134407	0	F1	207598	                                                          Homininae
 74.19	9134407	0	G	9605	                                                            Homo
 74.19	9134407	9134407	S	9606	                                                              Homo sapiens
 18.51	2278487	2503	D	2	    Bacteria
 18.31	2255016	4539	D1	1783272	      Terrabacteria group
 17.97	2213052	146	P	201174	        Actinobacteria
 17.94	2208850	419	C	1760	          Actinobacteria
 17.93	2207569	0	O	85004	            Bifidobacteriales
 17.93	2207569	1152	F	31953	              Bifidobacteriaceae
 17.92	2206054	0	G	2701	                Gardnerella
 17.92	2206054	1694995	S	2702	                  Gardnerella vaginalis
  3.29	404686	404686	S1	553190	                    Gardnerella vaginalis 409-05
  0.86	105685	105685	S1	1009464	                    Gardnerella vaginalis HMP9231
  0.01	686	686	S1	525284	                    Gardnerella vaginalis ATCC 14019
  0.00	2	2	S1	585528	                    Gardnerella vaginalis ATCC 14018 = JCM 11026
  0.00	353	80	G	1678	                Bifidobacterium
  0.00	100	8	S	216816	                  Bifidobacterium longum
  0.00	47	1	S1	1679	                    Bifidobacterium longum subsp. longum
  0.00	46	46	S2	890402	                      Bifidobacterium longum subsp. longum BBMN68
  0.00	45	2	S1	1682	                    Bifidobacterium longum subsp. infantis
  0.00	43	43	S2	391904	                      Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
  0.00	35	0	S	33905	                  Bifidobacterium thermophilum
  0.00	35	35	S1	1254439	                    Bifidobacterium thermophilum RBL67
  0.00	25	22	S	1685	                  Bifidobacterium breve
  0.00	1	1	S1	866777	                    Bifidobacterium breve ACS-071-V-Sch8b
  0.00	1	1	S1	1385939	                    Bifidobacterium breve JCM 7017
  0.00	1	1	S1	1385940	                    Bifidobacterium breve JCM 7019
  0.00	23	7	S	28025	                  Bifidobacterium animalis
  0.00	14	14	S1	302912	                    Bifidobacterium animalis subsp. animalis
  0.00	2	0	S1	302911	                    Bifidobacterium animalis subsp. lactis
  0.00	2	2	S2	1316911	                      Bifidobacterium animalis subsp. lactis KLDS2.0603
  0.00	21	0	S	630129	                  Bifidobacterium kashiwanohense
  0.00	14	14	S1	1150460	                    Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
  0.00	7	7	S1	1447716	                    Bifidobacterium kashiwanohense PV20-2
  0.00	17	17	S	1687	                  Bifidobacterium coryneforme
  0.00	13	0	S	158787	                  Bifidobacterium scardovii
  0.00	13	13	S1	1150461	                    Bifidobacterium scardovii JCM 12489 = DSM 13734
  0.00	9	7	S	1680	                  Bifidobacterium adolescentis
  0.00	2	2	S1	367928	                    Bifidobacterium adolescentis ATCC 15703
  0.00	6	6	S	1689	                  Bifidobacterium dentium
  0.00	6	0	S	28026	                  Bifidobacterium pseudocatenulatum
  0.00	6	6	S1	547043	                    Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
  0.00	4	4	S	1681	                  Bifidobacterium bifidum
  0.00	3	1	S	1694	                  Bifidobacterium pseudolongum
  0.00	1	0	S1	1690	                    Bifidobacterium pseudolongum subsp. globosum
  0.00	1	1	S2	1410605	                      Bifidobacterium pseudolongum subsp. globosum DSM 20092
  0.00	1	1	S1	1447715	                    Bifidobacterium pseudolongum PV8-2
  0.00	3	0	S	1686	                  Bifidobacterium catenulatum
  0.00	3	3	S1	566552	                    Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
  0.00	2	2	S	35760	                  Bifidobacterium choerinum
  0.00	2	2	S	1683	                  Bifidobacterium angulatum
  0.00	2	0	S	638619	                  Bifidobacterium actinocoloniiforme
  0.00	2	2	S1	1437605	                    Bifidobacterium actinocoloniiforme DSM 22766
  0.00	1	0	S	1691	                  Bifidobacterium indicum
  0.00	1	1	S1	1341694	                    Bifidobacterium indicum LMG 11587 = DSM 20214
  0.00	1	1	S	1684	                  Bifidobacterium asteroides
  0.00	9	0	G	196081	                Scardovia
  0.00	9	0	S	78259	                  Scardovia inopinata
  0.00	9	9	S1	1150468	                    Scardovia inopinata JCM 12537
  0.00	1	0	G	196082	                Parascardovia
  0.00	1	0	S	78258	                  Parascardovia denticolens
  0.00	1	1	S1	864564	                    Parascardovia denticolens DSM 10105 = JCM 12538
  0.00	261	2	O	85007	            Corynebacteriales
  0.00	178	0	F	1653	              Corynebacteriaceae
  0.00	178	24	G	1716	                Corynebacterium
