  3.92	459538	459538	U	0	unclassified
 96.08	11253212	302	R	1	root
 96.06	11251815	814	R1	131567	  cellular organisms
 89.30	10459016	0	D	2759	    Eukaryota
 89.30	10459016	0	D1	33154	      Opisthokonta
 89.30	10459016	0	K	33208	        Metazoa
 89.30	10459016	0	K1	6072	          Eumetazoa
 89.30	10459016	0	K2	33213	            Bilateria
 89.30	10459016	0	K3	33511	              Deuterostomia
 89.30	10459016	0	P	7711	                Chordata
 89.30	10459016	0	P1	89593	                  Craniata
 89.30	10459016	0	P2	7742	                    Vertebrata
 89.30	10459016	0	P3	7776	                      Gnathostomata
 89.30	10459016	0	P4	117570	                        Teleostomi
 89.30	10459016	0	P5	117571	                          Euteleostomi
 89.30	10459016	0	P6	8287	                            Sarcopterygii
 89.30	10459016	0	P7	1338369	                              Dipnotetrapodomorpha
 89.30	10459016	0	P8	32523	                                Tetrapoda
 89.30	10459016	0	P9	32524	                                  Amniota
 89.30	10459016	0	C	40674	                                    Mammalia
 89.30	10459016	0	C1	32525	                                      Theria
 89.30	10459016	0	C2	9347	                                        Eutheria
 89.30	10459016	0	C3	1437010	                                          Boreoeutheria
 89.30	10459016	0	C4	314146	                                            Euarchontoglires
 89.30	10459016	0	O	9443	                                              Primates
 89.30	10459016	0	O1	376913	                                                Haplorrhini
 89.30	10459016	0	O2	314293	                                                  Simiiformes
 89.30	10459016	0	O3	9526	                                                    Catarrhini
 89.30	10459016	0	O4	314295	                                                      Hominoidea
 89.30	10459016	0	F	9604	                                                        Hominidae
 89.30	10459016	0	F1	207598	                                                          Homininae
 89.30	10459016	0	G	9605	                                                            Homo
 89.30	10459016	10459016	S	9606	                                                              Homo sapiens
  6.76	791876	535	D	2	    Bacteria
  6.74	789218	201	D1	1783272	      Terrabacteria group
  6.72	787661	239	P	1239	        Firmicutes
  6.71	786027	316	C	91061	          Bacilli
  6.69	784033	710	O	186826	            Lactobacillales
  6.68	782106	1665	F	33958	              Lactobacillaceae
  6.66	780280	66093	G	1578	                Lactobacillus
  4.98	583288	0	S	47770	                  Lactobacillus crispatus
  4.98	583288	583288	S1	748671	                    Lactobacillus crispatus ST1
  0.38	43954	0	S	267818	                  Lactobacillus kefiranofaciens
  0.38	43954	43954	S1	1033837	                    Lactobacillus kefiranofaciens ZW3
  0.34	39242	21999	S	1604	                  Lactobacillus amylovorus
  0.07	8053	8053	S1	1423723	                    Lactobacillus amylovorus DSM 20531
  0.07	7972	7972	S1	695560	                    Lactobacillus amylovorus GRL 1112
  0.01	1218	1218	S1	695562	                    Lactobacillus amylovorus GRL1118
  0.13	15083	12601	S	33959	                  Lactobacillus johnsonii
  0.01	1299	1299	S1	633699	                    Lactobacillus johnsonii FI9785
  0.01	958	958	S1	909954	                    Lactobacillus johnsonii DPC 6026
  0.00	188	188	S1	1408186	                    Lactobacillus johnsonii N6.2
  0.00	37	37	S1	257314	                    Lactobacillus johnsonii NCC 533
  0.10	12158	10361	S	1587	                  Lactobacillus helveticus
  0.01	950	950	S1	880633	                    Lactobacillus helveticus R0052
  0.00	460	460	S1	326425	                    Lactobacillus helveticus CNRZ32
  0.00	202	202	S1	405566	                    Lactobacillus helveticus DPC 4571
  0.00	148	148	S1	767462	                    Lactobacillus helveticus H10
  0.00	37	37	S1	767456	                    Lactobacillus helveticus H9
  0.03	3905	3897	S	1579	                  Lactobacillus acidophilus
  0.00	8	8	S1	272621	                    Lactobacillus acidophilus NCFM
  0.03	3758	2941	S	1596	                  Lactobacillus gasseri
  0.01	699	699	S1	1380360	                    Lactobacillus gasseri DSM 14869
  0.00	118	118	S1	324831	                    Lactobacillus gasseri ATCC 33323 = JCM 1131
  0.03	3067	1524	S	109790	                  Lactobacillus jensenii
  0.01	1543	1543	S1	525329	                    Lactobacillus jensenii JV-V16
  0.02	2201	2201	S	52242	                  Lactobacillus gallinarum
  0.02	2161	562	S	1624	                  Lactobacillus salivarius
  0.01	1251	1251	S1	1194971	                    Lactobacillus salivarius str. Ren
  0.00	348	348	S1	362948	                    Lactobacillus salivarius UCC118
  0.01	1052	1052	S	83683	                  Lactobacillus amylolyticus
  0.01	633	516	S	1590	                  Lactobacillus plantarum
  0.00	116	116	S1	1304889	                    Lactobacillus plantarum CMPG5300
  0.00	1	1	S1	337330	                    Lactobacillus plantarum subsp. plantarum
  0.01	593	593	S	1600	                  Lactobacillus acetotolerans
  0.00	415	319	S	1584	                  Lactobacillus delbrueckii
  0.00	30	29	S1	83684	                    Lactobacillus delbrueckii subsp. delbrueckii
  0.00	1	1	S2	1423823	                      Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012
  0.00	26	26	S1	29397	                    Lactobacillus delbrueckii subsp. lactis
  0.00	25	2	S1	1585	                    Lactobacillus delbrueckii subsp. bulgaricus
  0.00	23	23	S2	767455	                      Lactobacillus delbrueckii subsp. bulgaricus ND02
  0.00	12	0	S1	1537158	                    Lactobacillus delbrueckii subsp. jakobsenii
  0.00	12	12	S2	1217420	                      Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046
  0.00	3	3	S1	249265	                    Lactobacillus delbrueckii subsp. indicus
  0.00	341	0	S	97478	                  Lactobacillus mucosae
  0.00	341	341	S1	1130798	                    Lactobacillus mucosae LM1
  0.00	317	21	S	1581	                  Lactobacillus buchneri
  0.00	291	291	S1	1071400	                    Lactobacillus buchneri CD034
  0.00	5	5	S1	511437	                    Lactobacillus buchneri NRRL B-30929
  0.00	239	239	S	303541	                  Lactobacillus apis
  0.00	222	213	S	1598	                  Lactobacillus reuteri
  0.00	8	8	S1	491077	                    Lactobacillus reuteri SD2112
  0.00	1	1	S1	1340495	                    Lactobacillus reuteri I5007
  0.00	221	0	S	1603	                  Lactobacillus amylophilus
  0.00	221	221	S1	1423721	                    Lactobacillus amylophilus DSM 20533 = JCM 1125
  0.00	199	197	S	1613	                  Lactobacillus fermentum
  0.00	2	2	S1	712938	                    Lactobacillus fermentum CECT 5716
  0.00	164	164	S	1218493	                  Lactobacillus kullabergensis
  0.00	160	160	S	240427	                  Lactobacillus paracollinoides
  0.00	85	85	S	1138822	                  Lactobacillus curieae
  0.00	82	82	S	392416	                  Lactobacillus crustorum
  0.00	64	64	S	1218494	                  Lactobacillus helsingborgensis
  0.00	64	64	S	1580	                  Lactobacillus brevis
  0.00	62	62	S	152331	                  Lactobacillus parabuchneri
  0.00	61	0	G1	655183	                  Lactobacillus casei group
  0.00	61	0	S	1582	                    Lactobacillus casei
  0.00	61	61	S1	498216	                      Lactobacillus casei str. Zhang
  0.00	56	0	S	1625	                  Lactobacillus sanfranciscensis
  0.00	56	56	S1	714313	                    Lactobacillus sanfranciscensis TMW 1.1304
  0.00	52	52	S	1599	                  Lactobacillus sakei
  0.00	49	49	S	637971	                  Lactobacillus koreensis
  0.00	40	0	S	1612	                  Lactobacillus farciminis
  0.00	40	40	S1	936140	                    Lactobacillus farciminis KCTC 3681 = DSM 20184
  0.00	37	37	S	375175	                  Lactobacillus backii
  0.00	34	1	S	1610	                  Lactobacillus coryniformis
  0.00	33	0	S1	115542	                    Lactobacillus coryniformis subsp. torquens
  0.00	33	33	S2	1423822	                      Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535
  0.00	31	31	S	1545702	                  Lactobacillus sp. wkB8
  0.00	29	29	S	28038	                  Lactobacillus curvatus
  0.00	21	21	S	53444	                  Lactobacillus lindneri
  0.00	12	12	S	148814	                  Lactobacillus kunkeei
  0.00	12	0	S	1602	                  Lactobacillus alimentarius
  0.00	12	12	S1	1423720	                    Lactobacillus alimentarius DSM 20249
  0.00	8	8	S	1601	                  Lactobacillus agilis
  0.00	4	4	S	89059	                  Lactobacillus acidipiscis
  0.00	3	0	S	1623	                  Lactobacillus ruminis
  0.00	3	3	S1	1069534	                    Lactobacillus ruminis ATCC 27782
  0.00	2	2	S	2099789	                  Lactobacillus sp. CBA3606
  0.00	2	0	S	1193095	                  Lactobacillus hokkaidonensis
  0.00	2	2	S1	1291742	                    Lactobacillus hokkaidonensis JCM 18461
  0.00	1	1	S	2108362	                  Lactobacillus sp. D1501
  0.00	1	1	S	2099788	                  Lactobacillus sp. CBA3605
  0.00	1	1	S	1074467	                  Lactobacillus heilongjiangensis
  0.00	1	1	S	267363	                  Lactobacillus zymae
  0.00	161	0	G	1253	                Pediococcus
  0.00	66	28	S	1255	                  Pediococcus pentosaceus
  0.00	38	38	S1	278197	                    Pediococcus pentosaceus ATCC 25745
  0.00	40	40	S	187452	                  Pediococcus claussenii
  0.00	38	38	S	114090	                  Pediococcus inopinatus
  0.00	13	13	S	51663	                  Pediococcus damnosus
  0.00	4	0	G1	1670797	                  Pediococcus acidilactici group
  0.00	4	4	S	1254	                    Pediococcus acidilactici
  0.00	575	2	F	1300	              Streptococcaceae
  0.00	521	218	G	1301	                Streptococcus
  0.00	68	42	G1	671232	                  Streptococcus anginosus group
  0.00	22	21	S	1328	                    Streptococcus anginosus
  0.00	1	1	S1	862971	                      Streptococcus anginosus C238
  0.00	4	2	S	1338	                    Streptococcus intermedius
  0.00	1	1	S1	862966	                      Streptococcus intermedius C270
  0.00	1	1	S1	862967	                      Streptococcus intermedius B196
  0.00	41	40	S	1308	                  Streptococcus thermophilus
  0.00	1	1	S1	1436725	                    Streptococcus thermophilus TH1477
  0.00	29	1	S	315405	                  Streptococcus gallolyticus
  0.00	28	28	S1	53354	                    Streptococcus gallolyticus subsp. gallolyticus
  0.00	21	19	S	1307	                  Streptococcus suis
  0.00	1	1	S1	1007064	                    Streptococcus suis ST3
  0.00	1	1	S1	1004952	                    Streptococcus suis D12
  0.00	18	18	S	1326	                  Streptococcus acidominimus
  0.00	18	15	S	1313	                  Streptococcus pneumoniae
  0.00	3	3	S1	574093	                    Streptococcus pneumoniae AP200
  0.00	15	15	S	400065	                  Streptococcus merionis
  0.00	14	12	S	1314	                  Streptococcus pyogenes
  0.00	2	0	S1	404331	                    Streptococcus pyogenes serotype M4
  0.00	2	2	S2	370554	                      Streptococcus pyogenes MGAS10750
  0.00	13	7	S	28037	                  Streptococcus mitis
  0.00	6	6	S1	365659	                    Streptococcus mitis B6
  0.00	12	7	S	1304	                  Streptococcus salivarius
  0.00	4	4	S1	1048332	                    Streptococcus salivarius CCHSS3
  0.00	1	1	S1	347253	                    Streptococcus salivarius JIM8777
  0.00	10	10	S	1814128	                  Streptococcus halotolerans
  0.00	10	0	S	1305	                  Streptococcus sanguinis
  0.00	10	10	S1	388919	                    Streptococcus sanguinis SK36
  0.00	7	6	S	1311	                  Streptococcus agalactiae
  0.00	1	1	S1	1309807	                    Streptococcus agalactiae ILRI005
  0.00	7	1	S	1303	                  Streptococcus oralis
