  2.21	263419	263419	U	0	unclassified
 97.79	11656039	417	R	1	root
 97.78	11654316	824	R1	131567	  cellular organisms
 96.80	11537557	0	D	2759	    Eukaryota
 96.80	11537557	0	D1	33154	      Opisthokonta
 96.80	11537557	0	K	33208	        Metazoa
 96.80	11537557	0	K1	6072	          Eumetazoa
 96.80	11537557	0	K2	33213	            Bilateria
 96.80	11537557	0	K3	33511	              Deuterostomia
 96.80	11537557	0	P	7711	                Chordata
 96.80	11537557	0	P1	89593	                  Craniata
 96.80	11537557	0	P2	7742	                    Vertebrata
 96.80	11537557	0	P3	7776	                      Gnathostomata
 96.80	11537557	0	P4	117570	                        Teleostomi
 96.80	11537557	0	P5	117571	                          Euteleostomi
 96.80	11537557	0	P6	8287	                            Sarcopterygii
 96.80	11537557	0	P7	1338369	                              Dipnotetrapodomorpha
 96.80	11537557	0	P8	32523	                                Tetrapoda
 96.80	11537557	0	P9	32524	                                  Amniota
 96.80	11537557	0	C	40674	                                    Mammalia
 96.80	11537557	0	C1	32525	                                      Theria
 96.80	11537557	0	C2	9347	                                        Eutheria
 96.80	11537557	0	C3	1437010	                                          Boreoeutheria
 96.80	11537557	0	C4	314146	                                            Euarchontoglires
 96.80	11537557	0	O	9443	                                              Primates
 96.80	11537557	0	O1	376913	                                                Haplorrhini
 96.80	11537557	0	O2	314293	                                                  Simiiformes
 96.80	11537557	0	O3	9526	                                                    Catarrhini
 96.80	11537557	0	O4	314295	                                                      Hominoidea
 96.80	11537557	0	F	9604	                                                        Hominidae
 96.80	11537557	0	F1	207598	                                                          Homininae
 96.80	11537557	0	G	9605	                                                            Homo
 96.80	11537557	11537557	S	9606	                                                              Homo sapiens
  0.97	115899	262	D	2	    Bacteria
  0.96	113893	202	D1	1783272	      Terrabacteria group
  0.84	100238	187	P	1239	        Firmicutes
  0.83	98454	143	C	91061	          Bacilli
  0.82	97591	238	O	186826	            Lactobacillales
  0.80	95790	273	F	33958	              Lactobacillaceae
  0.80	95422	9510	G	1578	                Lactobacillus
  0.54	64627	0	S	47770	                  Lactobacillus crispatus
  0.54	64627	64627	S1	748671	                    Lactobacillus crispatus ST1
  0.06	7279	600	S	109790	                  Lactobacillus jensenii
  0.06	6679	6679	S1	525329	                    Lactobacillus jensenii JV-V16
  0.04	4961	3126	S	1604	                  Lactobacillus amylovorus
  0.01	1001	1001	S1	1423723	                    Lactobacillus amylovorus DSM 20531
  0.01	690	690	S1	695560	                    Lactobacillus amylovorus GRL 1112
  0.00	144	144	S1	695562	                    Lactobacillus amylovorus GRL1118
  0.02	2324	1928	S	33959	                  Lactobacillus johnsonii
  0.00	205	205	S1	909954	                    Lactobacillus johnsonii DPC 6026
  0.00	122	122	S1	633699	                    Lactobacillus johnsonii FI9785
  0.00	40	40	S1	257314	                    Lactobacillus johnsonii NCC 533
  0.00	29	29	S1	1408186	                    Lactobacillus johnsonii N6.2
  0.02	2054	1818	S	1587	                  Lactobacillus helveticus
  0.00	138	138	S1	880633	                    Lactobacillus helveticus R0052
  0.00	66	66	S1	326425	                    Lactobacillus helveticus CNRZ32
  0.00	17	17	S1	405566	                    Lactobacillus helveticus DPC 4571
  0.00	10	10	S1	767462	                    Lactobacillus helveticus H10
  0.00	5	5	S1	767456	                    Lactobacillus helveticus H9
  0.01	893	731	S	1596	                  Lactobacillus gasseri
  0.00	112	112	S1	1380360	                    Lactobacillus gasseri DSM 14869
  0.00	50	50	S1	324831	                    Lactobacillus gasseri ATCC 33323 = JCM 1131
  0.01	747	0	S	267818	                  Lactobacillus kefiranofaciens
  0.01	747	747	S1	1033837	                    Lactobacillus kefiranofaciens ZW3
  0.01	609	609	S	1579	                  Lactobacillus acidophilus
  0.00	469	217	S	1624	                  Lactobacillus salivarius
  0.00	203	203	S1	1194971	                    Lactobacillus salivarius str. Ren
  0.00	49	49	S1	362948	                    Lactobacillus salivarius UCC118
  0.00	260	260	S	52242	                  Lactobacillus gallinarum
  0.00	237	237	S	1600	                  Lactobacillus acetotolerans
  0.00	199	199	S	83683	                  Lactobacillus amylolyticus
  0.00	128	128	S	303541	                  Lactobacillus apis
  0.00	128	128	S	1218493	                  Lactobacillus kullabergensis
  0.00	125	86	S	1584	                  Lactobacillus delbrueckii
  0.00	17	10	S1	83684	                    Lactobacillus delbrueckii subsp. delbrueckii
  0.00	7	7	S2	1423823	                      Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012
  0.00	13	13	S1	29397	                    Lactobacillus delbrueckii subsp. lactis
  0.00	5	4	S1	1585	                    Lactobacillus delbrueckii subsp. bulgaricus
  0.00	1	1	S2	767455	                      Lactobacillus delbrueckii subsp. bulgaricus ND02
  0.00	4	4	S1	249265	                    Lactobacillus delbrueckii subsp. indicus
  0.00	103	88	S	1590	                  Lactobacillus plantarum
  0.00	12	12	S1	1304889	                    Lactobacillus plantarum CMPG5300
  0.00	3	3	S1	220668	                    Lactobacillus plantarum WCFS1
  0.00	69	54	S	1598	                  Lactobacillus reuteri
  0.00	7	7	S1	491077	                    Lactobacillus reuteri SD2112
  0.00	5	5	S1	1358027	                    Lactobacillus reuteri TD1
  0.00	3	3	S1	1340495	                    Lactobacillus reuteri I5007
  0.00	66	0	S	1603	                  Lactobacillus amylophilus
  0.00	66	66	S1	1423721	                    Lactobacillus amylophilus DSM 20533 = JCM 1125
  0.00	53	5	S	1581	                  Lactobacillus buchneri
  0.00	44	44	S1	1071400	                    Lactobacillus buchneri CD034
  0.00	4	4	S1	511437	                    Lactobacillus buchneri NRRL B-30929
  0.00	50	50	S	392416	                  Lactobacillus crustorum
  0.00	35	35	S	1218494	                  Lactobacillus helsingborgensis
  0.00	35	0	S	1602	                  Lactobacillus alimentarius
  0.00	35	35	S1	1423720	                    Lactobacillus alimentarius DSM 20249
  0.00	33	0	S	1193095	                  Lactobacillus hokkaidonensis
  0.00	33	33	S1	1291742	                    Lactobacillus hokkaidonensis JCM 18461
  0.00	32	32	S	1545702	                  Lactobacillus sp. wkB8
  0.00	26	26	S	53444	                  Lactobacillus lindneri
  0.00	24	24	S	375175	                  Lactobacillus backii
  0.00	24	0	S	1612	                  Lactobacillus farciminis
  0.00	24	24	S1	936140	                    Lactobacillus farciminis KCTC 3681 = DSM 20184
  0.00	24	24	S	1599	                  Lactobacillus sakei
  0.00	23	23	S	148814	                  Lactobacillus kunkeei
  0.00	22	20	S	1613	                  Lactobacillus fermentum
  0.00	2	2	S1	767453	                    Lactobacillus fermentum F-6
  0.00	22	22	S	1847728	                  Lactobacillus allii
  0.00	21	21	S	1007676	                  Lactobacillus ginsenosidimutans
  0.00	21	5	G1	655183	                  Lactobacillus casei group
  0.00	9	9	S	1597	                    Lactobacillus paracasei
  0.00	7	1	S	1582	                    Lactobacillus casei
  0.00	6	6	S1	498216	                      Lactobacillus casei str. Zhang
  0.00	19	0	S	1625	                  Lactobacillus sanfranciscensis
  0.00	19	19	S1	714313	                    Lactobacillus sanfranciscensis TMW 1.1304
  0.00	19	19	S	637971	                  Lactobacillus koreensis
  0.00	18	18	S	1601	                  Lactobacillus agilis
  0.00	17	17	S	240427	                  Lactobacillus paracollinoides
  0.00	17	17	S	1138822	                  Lactobacillus curieae
  0.00	17	17	S	28038	                  Lactobacillus curvatus
  0.00	13	0	S	97478	                  Lactobacillus mucosae
  0.00	13	13	S1	1130798	                    Lactobacillus mucosae LM1
  0.00	9	9	S	1580	                  Lactobacillus brevis
  0.00	9	9	S	60520	                  Lactobacillus paraplantarum
  0.00	9	2	S	1610	                  Lactobacillus coryniformis
  0.00	7	0	S1	115542	                    Lactobacillus coryniformis subsp. torquens
  0.00	7	7	S2	1423822	                      Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535
  0.00	8	8	S	152331	                  Lactobacillus parabuchneri
  0.00	8	8	S	47715	                  Lactobacillus rhamnosus
  0.00	7	7	S	89059	                  Lactobacillus acidipiscis
  0.00	6	6	S	1074467	                  Lactobacillus heilongjiangensis
  0.00	6	6	S	2099788	                  Lactobacillus sp. CBA3605
  0.00	3	2	S	1589	                  Lactobacillus pentosus
  0.00	1	1	S1	1136177	                    Lactobacillus pentosus KCA1
  0.00	3	3	S	2099789	                  Lactobacillus sp. CBA3606
  0.00	1	1	S	164393	                  Lactobacillus fuchuensis
  0.00	95	2	G	1253	                Pediococcus
  0.00	26	26	S	187452	                  Pediococcus claussenii
  0.00	25	25	S	114090	                  Pediococcus inopinatus
  0.00	22	18	S	1255	                  Pediococcus pentosaceus
  0.00	4	4	S1	278197	                    Pediococcus pentosaceus ATCC 25745
  0.00	14	14	S	51663	                  Pediococcus damnosus
  0.00	6	0	G1	1670797	                  Pediococcus acidilactici group
  0.00	6	6	S	1254	                    Pediococcus acidilactici
  0.01	755	0	F	186827	              Aerococcaceae
  0.01	755	14	G	1375	                Aerococcus
  0.01	711	711	S	87541	                  Aerococcus christensenii
  0.00	10	10	S	119206	                  Aerococcus sanguinicola
  0.00	9	2	S	1376	                  Aerococcus urinae
  0.00	7	7	S1	866775	                    Aerococcus urinae ACS-120-V-Col10a
  0.00	7	7	S	51665	                  Aerococcus urinaeequi
  0.00	4	4	S	128944	                  Aerococcus urinaehominis
  0.00	435	4	F	1300	              Streptococcaceae
  0.00	380	62	G	1301	                Streptococcus
  0.00	84	0	S	150055	                  Streptococcus lutetiensis
  0.00	84	84	S1	1076934	                    Streptococcus lutetiensis 033
  0.00	33	11	G1	671232	                  Streptococcus anginosus group
  0.00	14	12	S	1328	                    Streptococcus anginosus
  0.00	2	0	S1	1272910	                      Streptococcus anginosus subsp. whileyi
  0.00	2	2	S2	1353243	                        Streptococcus anginosus subsp. whileyi MAS624
  0.00	7	7	S	1338	                    Streptococcus intermedius
  0.00	1	0	S	76860	                    Streptococcus constellatus
  0.00	1	1	S1	184250	                      Streptococcus constellatus subsp. pharyngis
  0.00	20	5	S	1313	                  Streptococcus pneumoniae
  0.00	12	12	S1	574093	                    Streptococcus pneumoniae AP200
  0.00	1	1	S1	189423	                    Streptococcus pneumoniae 670-6B
  0.00	1	1	S1	487214	                    Streptococcus pneumoniae Hungary19A-6
  0.00	1	1	S1	869307	                    Streptococcus pneumoniae SPN994039
  0.00	19	19	S	712633	                  Streptococcus sp. oral taxon 431
  0.00	19	14	S	1307	                  Streptococcus suis
  0.00	5	5	S1	1214179	                    Streptococcus suis 6407
  0.00	19	17	S	1309	                  Streptococcus mutans
  0.00	1	1	S1	511691	                    Streptococcus mutans NN2025
  0.00	1	1	S1	1198676	                    Streptococcus mutans GS-5
  0.00	17	17	S	1311	                  Streptococcus agalactiae
  0.00	12	0	G1	119603	                  Streptococcus dysgalactiae group
  0.00	8	2	S	1334	                    Streptococcus dysgalactiae
  0.00	6	0	S1	119602	                      Streptococcus dysgalactiae subsp. equisimilis
  0.00	6	6	S2	617121	                        Streptococcus dysgalactiae subsp. equisimilis RE378
  0.00	4	0	S	1336	                    Streptococcus equi
  0.00	4	4	S1	40041	                      Streptococcus equi subsp. zooepidemicus
  0.00	12	10	S	1314	                  Streptococcus pyogenes
  0.00	2	0	S1	404331	                    Streptococcus pyogenes serotype M4
  0.00	2	2	S2	370554	                      Streptococcus pyogenes MGAS10750
