  2.53	319364	319364	U	0	unclassified
 97.47	12284472	497	R	1	root
 97.45	12282100	840	R1	131567	  cellular organisms
 94.95	11967833	0	D	2759	    Eukaryota
 94.95	11967833	0	D1	33154	      Opisthokonta
 94.95	11967833	0	K	33208	        Metazoa
 94.95	11967833	0	K1	6072	          Eumetazoa
 94.95	11967833	0	K2	33213	            Bilateria
 94.95	11967833	0	K3	33511	              Deuterostomia
 94.95	11967833	0	P	7711	                Chordata
 94.95	11967833	0	P1	89593	                  Craniata
 94.95	11967833	0	P2	7742	                    Vertebrata
 94.95	11967833	0	P3	7776	                      Gnathostomata
 94.95	11967833	0	P4	117570	                        Teleostomi
 94.95	11967833	0	P5	117571	                          Euteleostomi
 94.95	11967833	0	P6	8287	                            Sarcopterygii
 94.95	11967833	0	P7	1338369	                              Dipnotetrapodomorpha
 94.95	11967833	0	P8	32523	                                Tetrapoda
 94.95	11967833	0	P9	32524	                                  Amniota
 94.95	11967833	0	C	40674	                                    Mammalia
 94.95	11967833	0	C1	32525	                                      Theria
 94.95	11967833	0	C2	9347	                                        Eutheria
 94.95	11967833	0	C3	1437010	                                          Boreoeutheria
 94.95	11967833	0	C4	314146	                                            Euarchontoglires
 94.95	11967833	0	O	9443	                                              Primates
 94.95	11967833	0	O1	376913	                                                Haplorrhini
 94.95	11967833	0	O2	314293	                                                  Simiiformes
 94.95	11967833	0	O3	9526	                                                    Catarrhini
 94.95	11967833	0	O4	314295	                                                      Hominoidea
 94.95	11967833	0	F	9604	                                                        Hominidae
 94.95	11967833	0	F1	207598	                                                          Homininae
 94.95	11967833	0	G	9605	                                                            Homo
 94.95	11967833	11967833	S	9606	                                                              Homo sapiens
  2.49	313381	204	D	2	    Bacteria
  2.47	311710	98	D1	1783272	      Terrabacteria group
  2.40	302751	112	P	1239	        Firmicutes
  2.40	302367	80	C	91061	          Bacilli
  2.40	301973	153	O	186826	            Lactobacillales
  2.39	301319	61	F	33958	              Lactobacillaceae
  2.39	301228	24128	G	1578	                Lactobacillus
  1.75	220561	0	S	47770	                  Lactobacillus crispatus
  1.75	220561	220561	S1	748671	                    Lactobacillus crispatus ST1
  0.17	21404	1957	S	109790	                  Lactobacillus jensenii
  0.15	19447	19447	S1	525329	                    Lactobacillus jensenii JV-V16
  0.13	16241	9818	S	1604	                  Lactobacillus amylovorus
  0.03	3641	3641	S1	1423723	                    Lactobacillus amylovorus DSM 20531
  0.02	2216	2216	S1	695560	                    Lactobacillus amylovorus GRL 1112
  0.00	566	566	S1	695562	                    Lactobacillus amylovorus GRL1118
  0.05	5705	5130	S	1587	                  Lactobacillus helveticus
  0.00	435	435	S1	880633	                    Lactobacillus helveticus R0052
  0.00	64	64	S1	326425	                    Lactobacillus helveticus CNRZ32
  0.00	44	44	S1	405566	                    Lactobacillus helveticus DPC 4571
  0.00	25	25	S1	767462	                    Lactobacillus helveticus H10
  0.00	7	7	S1	767456	                    Lactobacillus helveticus H9
  0.04	4801	3833	S	33959	                  Lactobacillus johnsonii
  0.01	744	744	S1	909954	                    Lactobacillus johnsonii DPC 6026
  0.00	169	169	S1	633699	                    Lactobacillus johnsonii FI9785
  0.00	53	53	S1	1408186	                    Lactobacillus johnsonii N6.2
  0.00	2	2	S1	257314	                    Lactobacillus johnsonii NCC 533
  0.01	1626	0	S	267818	                  Lactobacillus kefiranofaciens
  0.01	1626	1626	S1	1033837	                    Lactobacillus kefiranofaciens ZW3
  0.01	1181	1180	S	1579	                  Lactobacillus acidophilus
  0.00	1	1	S1	272621	                    Lactobacillus acidophilus NCFM
  0.01	1027	1027	S	52242	                  Lactobacillus gallinarum
  0.01	998	859	S	1584	                  Lactobacillus delbrueckii
